13800.0,22.1524017263,113.5640108585
12229.7,22.1571812834,113.5473918915
12000.0,22.1571812834,113.5473918915
12000.0,22.1571812834,113.5473918915
10542.48,22.1524017263,113.5640108585
10526.32,22.1602019593,113.5551059246
10521.89,22.1579993335,113.5599413652
10489.2,22.1571812834,113.5473918915
10201.75,22.1571812834,113.5473918915
10194.17,22.1569328697,113.5550200939
10116.0,22.1606789022,113.5443878174
10101.01,22.1579993335,113.5599413652
10101.01,22.1579993335,113.5599413652
10101.01,22.1579993335,113.5599413652
10096.28,22.1571812834,113.5473918915
10068.03,22.1585028371,113.5536575317
10000.0,22.1602019593,113.5551059246
10000.0,22.1602019593,113.5551059246
10000.0,22.1571812834,113.5473918915
10000.0,22.1571812834,113.5473918915
10000.0,22.1524017263,113.5640108585
10000.0,22.1571812834,113.5473918915
10000.0,22.1571812834,113.5473918915
9972.8,22.1524017263,113.5640108585
9798.27,22.1524017263,113.5640108585
9795.38,22.1571812834,113.5473918915
9739.45,22.1606789022,113.5443878174
9711.36,22.1606789022,113.5443878174
9680.13,22.1579993335,113.5599413652
9594.88,22.1571812834,113.5473918915
9551.02,22.1647725955,113.5613501072
9551.02,22.1647725955,113.5613501072
9539.47,22.1602019593,113.5551059246
9528.54,22.1606789022,113.5443878174
9528.54,22.1606789022,113.5443878174
9528.54,22.1606789022,113.5443878174
9528.54,22.1606789022,113.5443878174
9528.54,22.1606789022,113.5443878174
9501.57,22.1571812834,113.5473918915
9500.0,22.1571812834,113.5473918915
9500.0,22.1524017263,113.5640108585
9496.33,22.1571812834,113.5473918915
9404.72,22.1647725955,113.5613501072
9363.64,22.1585028371,113.5536575317
9318.8,22.1571812834,113.5473918915
9314.23,22.1524017263,113.5640108585
9305.21,22.1606789022,113.5443878174
9300.0,22.1524017263,113.5640108585
9290.86,22.1606789022,113.5443878174
9243.9,22.1585028371,113.5536575317
9210.53,22.1602019593,113.5551059246
9206.59,22.1602019593,113.5551059246
9202.45,22.1583041080,113.5578310490
9200.0,22.1571812834,113.5473918915
9181.64,22.1606789022,113.5443878174
9156.33,22.1606789022,113.5443878174
9135.63,22.1570421718,113.5591614246
9117.2,22.1602019593,113.5551059246
9113.0,22.1585028371,113.5536575317
9111.28,22.1602019593,113.5551059246
9100.0,22.1524017263,113.5640108585
9088.7,22.1585028371,113.5536575317
9078.95,22.1602019593,113.5551059246
9078.95,22.1602019593,113.5551059246
9065.79,22.1602019593,113.5551059246
9056.32,22.1602019593,113.5551059246
9041.1,22.1602019593,113.5551059246
9041.1,22.1602019593,113.5551059246
9041.1,22.1602019593,113.5551059246
9037.52,22.1579993335,113.5599413652
9000.0,22.1571812834,113.5473918915
8982.16,22.1571812834,113.5473918915
8982.16,22.1571812834,113.5473918915
8982.04,22.1606789022,113.5443878174
8955.22,22.1602019593,113.5551059246
8946.98,22.1602019593,113.5551059246
8912.04,22.1585028371,113.5536575317
8888.89,22.1602019593,113.5551059246
8888.89,22.1602019593,113.5551059246
8888.89,22.1602019593,113.5551059246
8870.69,22.1524017263,113.5640108585
8869.74,22.1602019593,113.5551059246
8866.74,22.1571812834,113.5473918915
8865.25,22.1602019593,113.5551059246
8855.47,22.1579993335,113.5599413652
8844.44,22.1583041080,113.5578310490
8844.44,22.1583041080,113.5578310490
8823.53,22.1536040834,113.5554492474
8814.27,22.1571812834,113.5473918915
8812.55,22.1602019593,113.5551059246
8806.26,22.1575688079,113.5515868664
8805.92,22.1647725955,113.5613501072
8800.46,22.1524017263,113.5640108585
8800.46,22.1524017263,113.5640108585
8800.0,22.1524017263,113.5640108585
8800.0,22.1571812834,113.5473918915
8800.0,22.1524017263,113.5640108585
8799.31,22.1572905853,113.5591721535
8788.16,22.1602019593,113.5551059246
8785.94,22.1579993335,113.5599413652
8785.94,22.1579993335,113.5599413652
8773.29,22.1606789022,113.5443878174
8751.9,22.1602019593,113.5551059246
8748.48,22.1585028371,113.5536575317
8748.48,22.1585028371,113.5536575317
8742.86,22.1602019593,113.5551059246
8742.86,22.1602019593,113.5551059246
8700.0,22.1571812834,113.5473918915
8700.0,22.1571812834,113.5473918915
8700.0,22.1571812834,113.5473918915
8700.0,22.1571812834,113.5473918915
8682.35,22.1585028371,113.5536575317
8680.91,22.1524017263,113.5640108585
8680.91,22.1524017263,113.5640108585
8677.97,22.1585028371,113.5536575317
8676.47,22.1570421718,113.5591614246
8676.47,22.1570421718,113.5591614246
8661.85,22.1570421718,113.5591614246
8656.87,22.1571812834,113.5473918915
8650.0,22.1602019593,113.5551059246
8649.62,22.1602019593,113.5551059246
8647.0,22.1524017263,113.5640108585
8645.53,22.1606789022,113.5443878174
8640.78,22.1569328697,113.5550200939
8640.55,22.1606789022,113.5443878174
8638.92,22.1585028371,113.5536575317
8638.92,22.1585028371,113.5536575317
8634.87,22.1579993335,113.5599413652
8632.32,22.1606789022,113.5443878174
8612.44,22.1602019593,113.5551059246
8605.2,22.1585028371,113.5536575317
8600.0,22.1571812834,113.5473918915
8600.0,22.1571812834,113.5473918915
8598.35,22.1585028371,113.5536575317
8598.35,22.1585028371,113.5536575317
8596.15,22.1555516813,113.5559320450
8584.91,22.1570719814,113.5538291931
8574.79,22.1585028371,113.5536575317
8574.79,22.1585028371,113.5536575317
8574.79,22.1585028371,113.5536575317
8560.0,22.1575688079,113.5515868664
8559.86,22.1602019593,113.5551059246
8557.46,22.1572905853,113.5591721535
8556.15,22.1602019593,113.5551059246
8523.59,22.1602019593,113.5551059246
8523.59,22.1602019593,113.5551059246
8516.3,22.1606789022,113.5443878174
8516.3,22.1606789022,113.5443878174
8516.3,22.1606789022,113.5443878174
8508.95,22.1575688079,113.5515868664
8503.25,22.1572905853,113.5591721535
8503.25,22.1572905853,113.5591721535
8501.23,22.1602019593,113.5551059246
8500.0,22.1602019593,113.5551059246
8500.0,22.1572905853,113.5591721535
8495.15,22.1569328697,113.5550200939
8492.63,22.1572905853,113.5591721535
8492.14,22.1602019593,113.5551059246
