22.2046301926,113.556060791,6800
22.2129539557,113.5461473465,6106.67
22.2112753368,113.556522131,8000
22.1998721159,113.553904295,7632.48
22.2123977292,113.5537326336,7347.37
22.1861830543,113.5459113121,10279.33
22.210222,113.557649,7925.26
22.2112753368,113.556522131,8631.23
22.1952827533,113.5538291931,5469.92
22.1879215795,113.536888361,10000
22.2091612386,113.5578549528,8531.11
22.1899978471,113.5396456718,8632.27
22.2053751796,113.5409975052,9035.43
22.1883785597,113.5328221321,4063.14
22.1967827563,113.5478425026,4548.83
22.208682874,113.5559105873,6263.6
22.2029514741,113.5434544086,5682.54
22.2083054234,113.5536682606,6465.52
22.2126460449,113.5480463505,6426.55
22.198262876,113.5438621044,5100.67
22.2074114572,113.5445058346,8668.48
22.2102423306,113.5554921627,7349.54
22.2102423306,113.5554921627,7349.54
22.2112184475,113.5547783436,7658.54
22.2112184475,113.5547783436,7975
22.2093583096,113.5565543175,8458.27
22.2093583096,113.5565543175,8882.6
22.2093583096,113.5565543175,8640.23
22.2093583096,113.5565543175,8769.45
22.2093583096,113.5565543175,8458.27
22.2131923379,113.5488724709,7173.33
22.2131923379,113.5488724709,7226.46
22.2131923379,113.5488724709,7307.21
22.2131923379,113.5488724709,7235.67
22.1927893355,113.5472095013,6932.52
22.1927893355,113.5472095013,8282.21
22.203515804,113.541477332,8266
22.203515804,113.541477332,8390.3
22.2074313232,113.5548377037,6725
22.2118117024,113.5526382923,6738.46
22.1944582416,113.5430574417,7815.38
22.2057526382,113.5528957844,7075.47
22.2094079738,113.5544514656,6237.5
22.2066267488,113.5397529602,8141.11
22.206457887,113.5557603836,6802.22
22.2049182547,113.5519301891,5967.3
22.206457887,113.5557603836,6636.36
22.206457887,113.5557603836,6636.36
22.2118017698,113.5534214973,7753.09
22.2098648841,113.5522949696,6633.33
22.2002098552,113.5386586189,4081.63
22.2087027398,113.5490119457,4695.05
22.1999714511,113.5442054272,4863.31
22.2053751796,113.5409975052,9435.17
22.208682874,113.5559105873,6255.81
22.2108581621,113.5470592976,8000
22.2109674223,113.5461473465,7125
22.2109674223,113.5461473465,7252.75
22.2129539557,113.5461473465,6180.56
22.2057526382,113.5528957844,5725
22.2057526382,113.5528957844,7091.25
22.2053652465,113.5412120819,6935.78
22.2066267488,113.5397529602,8113.98
22.2066267488,113.5397529602,7680
22.2144835673,113.5509538651,7266.67
22.1944582416,113.5430574417,7301.59
22.2053652465,113.5412120819,6075.27
22.2076597817,113.542971611,6451.61
22.2036468038,113.5433256626,5509.09
22.1928390056,113.5514473915,3995
22.1929780818,113.5517370701,5237.5
22.1927694675,113.5484218597,5584
22.2074313232,113.5548377037,5975
22.2077491784,113.5505568981,5976.47
22.2087027398,113.5490119457,4294.74
22.1897991625,113.548926115,5334.44
22.1894017925,113.5516405106,6113.21
22.2033885389,113.5400104523,6611.4
22.2134406521,113.5535609722,8205.88
22.2066267488,113.5397529602,7706.67
22.2053751796,113.5409975052,7923.08
22.2053751796,113.5409975052,8585.09
22.2036468038,113.5433256626,5436.36
22.2036468038,113.5433256626,8214.29
22.2064828646,113.5558621041,6690.91
22.2002098552,113.5386586189,5250
22.2144835673,113.5509538651,8000
22.2087027398,113.5490119457,4584.27
22.2144835673,113.5509538651,7888.89
22.2053751796,113.5409975052,9031.58
22.2091612386,113.5578549528,7425
22.2047493908,113.5471773148,5600
22.206457887,113.5557603836,6375
22.206457887,113.5557603836,6363.64
22.1953224887,113.5447847843,4988.07
22.2011535344,113.5407400131,4042.35
22.1927694675,113.5484218597,5584
22.2047394576,113.5421562195,4674.7
22.2053652465,113.5412120819,7037.04
22.2053652465,113.5412120819,6000
22.2053652465,113.5412120819,6605.71
22.2066267488,113.5397529602,7973.33
22.2053751796,113.5409975052,8614.07
22.2053751796,113.5409975052,8054.88
22.2103515912,113.5510611534,7160
22.2034779383,113.5478746891,8625
22.2074511891,113.5567903519,7308.87
22.2114143948,113.5585820675,10211.52
22.2149007312,113.5502886772,7644.44
22.2066267488,113.5397529602,7600
22.2053751796,113.5409975052,8716.71
22.1930070771,113.5503671889,5367.09
22.2112184475,113.5547783436,7584.54
22.210222,113.557649,7976.8
22.2083054234,113.5536682606,6506.67
22.1874844666,113.5489904881,6037.74
